,Player,Pos,Club,Birth Place,Birth Date,Age_x,MP,Min,Gls,Team,Age_y,Starts,90s,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
617,Alistair Johnston,DF,CF Montréal,"Vancouver, BC, Canada",1998-10-08,24-043,3,270,0,Canada,23.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.27,0.06,0.33,0.27,0.33
618,Mark-Anthony Kaye,MF,Toronto FC,"Toronto, ON, Canada",1994-12-02,27-353,1,59,0,Canada,27.0,1,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
619,Ismaël Koné,"MF,DF",CF Montréal,"Abidjan, Côte d'Ivoire",2002-06-06,20-167,3,109,0,Canada,20.0,0,1.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05
620,Cyle Larin,FW,Club Brugge,"Brampton, ON, Canada",1995-04-17,27-217,3,137,0,Canada,27.0,2,1.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.16,0.34,0.49,0.16,0.49
621,Richie Laryea,"DF,MF",Toronto FC,"Toronto, ON, Canada",1995-01-07,27-317,3,160,0,Canada,27.0,2,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.04,0.3,0.34,0.04,0.34
622,Liam Millar,DF,Basel,"Toronto, ON, Canada",1999-09-27,23-054,1,10,0,Canada,22.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Kamal Miller,DF,CF Montréal,"Scarborough Village, ON, Canada",1997-05-16,25-188,3,270,0,Canada,25.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Jonathan Osorio,"MF,FW",Toronto FC,"Toronto, ON, Canada",1992-06-12,30-161,3,119,0,Canada,30.0,1,1.3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05
625,James Pantemis,GK,CF Montréal,"Montréal, QC, Canada",1997-02-21,25-272,0,0,0,Canada,25.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Samuel Piette,MF,CF Montréal,"Repentigny, QC, Canada",1994-11-12,28-008,0,0,0,Canada,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Dayne St. Clair,GK,Minnesota Utd,"Pickering, ON, Canada",1997-05-09,25-195,0,0,0,Canada,25.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Ike Ugbo,FW,Troyes,"London, England, United Kingdom",1998-09-21,24-060,0,0,0,Canada,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Steven Vitória,DF,Chaves,"Toronto, ON, Canada",1987-01-11,35-313,3,270,0,Canada,35.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Joel Waterman,DF,CF Montréal,"Langley, BC, Canada",1996-01-24,26-300,0,0,0,Canada,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,David Wotherspoon,MF,St Johnstone,"Perth, Scotland, United Kingdom",1990-01-16,32-308,1,15,0,Canada,32.0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Akram Afif,FW,Al Sadd SC,"Doha, Qatar",1996-11-18,26-002,3,270,0,Qatar,25.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.02,0.1,0.12,0.02,0.12
633,Homam Ahmed,DF,Al-Gharafa Sports Club,"Doha, Qatar",1999-08-25,23-087,3,262,0,Qatar,22.0,3,2.9,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
634,Ahmed Alaaeldin,FW,Al-Gharafa Sports Club,"Ismailia, Egypt",1993-01-31,29-293,1,6,0,Qatar,29.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Almoez Ali,FW,Al Duhail SC,"Khartoum, Sudan",1996-08-19,26-093,3,224,0,Qatar,25.0,3,2.5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.15,0.0,0.15,0.15,0.15
636,Ali Assadalla,MF,Al Sadd SC,"Manama, Bahrain",1993-01-19,29-305,1,27,0,Qatar,29.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,Meshaal Barsham,GK,Al Sadd SC,"Doha, Qatar",1998-02-14,24-279,2,180,0,Qatar,24.0,2,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Karim Boudiaf,MF,Al Duhail SC,"Rouen, France",1990-09-16,32-065,3,185,0,Qatar,31.0,2,2.1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Jassem Gaber,DF,Al-Arabi SC,"Doha, Qatar",2002-02-20,20-273,0,0,0,Qatar,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Naif Al-Hadhrami,MF,Al Rayyan SC,"Ar Rayyān, Qatar",2001-07-18,21-125,0,0,0,Qatar,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Salem Al-Hajri,MF,Al Sadd SC,"Doha, Qatar",1996-04-10,26-224,0,0,0,Qatar,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Abdelkarim Hassan,DF,Al Sadd SC,"Doha, Qatar",1993-08-28,29-084,3,270,0,Qatar,28.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1,0.01,0.11,0.1,0.11
643,Yousef Hassan,GK,Al-Gharafa Sports Club,"Doha, Qatar",1996-05-24,26-180,0,0,0,Qatar,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Abdulaziz Hatem,MF,Al Rayyan SC,"Doha, Qatar",1990-10-28,32-023,3,196,0,Qatar,31.0,2,2.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
645,Hassan Al-Haydos,MF,Al Sadd SC,"Doha, Qatar",1990-12-11,31-344,3,206,0,Qatar,31.0,3,2.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.01,0.27,0.27,0.01,0.27
646,Musab Kheder,DF,Al Sadd SC,"Khartoum, Sudan",1993-09-26,29-055,1,6,0,Qatar,28.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Boualem Khoukhi,DF,Al Sadd SC,"Bou Ismaïl, Algeria",1990-07-09,32-134,3,270,0,Qatar,31.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Assim Madibo,MF,Al Duhail SC,"Doha, Qatar",1996-10-22,26-029,2,153,0,Qatar,25.0,2,1.7,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
649,Mostafa Meshaal,MF,Al Sadd SC,"Doha, Qatar",2001-03-28,21-237,0,0,0,Qatar,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Ismail Mohamad,FW,Al Duhail SC,"Doha, Qatar",1990-04-05,32-229,2,174,0,Qatar,32.0,2,1.9,1,0,0,0,1,0,0.0,0.52,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Khalid Muneer,FW,Al-Wakrah Sport Club,"Doha, Qatar",1998-02-24,24-269,0,0,0,Qatar,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Mohammed Muntari,"FW,MF",Al Duhail SC,"Kumasi, Ghana",1993-12-20,28-335,3,63,1,Qatar,28.0,0,0.7,0,1,0,0,0,0,1.43,0.0,1.43,1.43,1.43,0.2,0.2,0.0,0.2,0.3,0.03,0.33,0.3,0.33
653,Bassam Al-Rawi,DF,Al Duhail SC,"Baghdad, Iraq",1997-12-16,24-339,1,90,0,Qatar,24.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
654,Ró-Ró,DF,Al Sadd SC,"Algueirão-Mem Martins, Portugal",1990-08-06,32-106,3,262,0,Qatar,31.0,3,2.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
655,Tarek Salman,DF,Al Sadd SC,"Al Wakrah, Qatar",1997-12-05,24-350,1,8,0,Qatar,24.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Saad Al Sheeb,GK,Al Sadd SC,"Doha, Qatar",1990-02-19,32-274,1,90,0,Qatar,32.0,1,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Mohammed Waad,"MF,DF",Al Sadd SC,"Baghdad, Iraq",1999-09-18,23-063,2,28,0,Qatar,22.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
